company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,return_on_assets_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score
BEL,Mar 2013,14.52,10.66,15183.33,2230.0,2024.44,4.0,184.43,139.4,214.0,1753.0,1.0,3.0,20.0,24.0,-1539.0,,,,71.43
BEL,Mar 2014,14.61,14.19,13600.0,3303.57,2069.57,3.0,194.71,141.7,190.0,759.0,1.0,3.5,20.0,21.0,-569.0,,,,71.43
BEL,Mar 2015,16.88,16.62,17100.0,3572.73,2442.86,3.71,240.86,144.76,595.0,839.0,2.0,3.5,20.0,26.0,1434.0,,,,85.71
BEL,Mar 2016,18.18,18.94,11141.67,3764.86,2571.15,2.08,196.6,141.42,790.0,1470.0,2.0,1.33,31.0,25.0,2260.0,,,,85.71
BEL,Mar 2017,17.59,20.7,10153.33,4072.73,1977.92,1.93,122.89,112.42,3054.0,3115.0,2.0,1.67,33.0,29.0,-61.0,,,,72.1
BEL,Mar 2018,13.76,19.6,4616.13,2581.01,1182.64,1.55,372.5,85.96,-693.0,6.0,2.0,3.1,34.0,48.0,-687.0,10.64,9.45,14.87,73.09
BEL,Mar 2019,15.51,23.91,3851.02,3030.21,1497.62,0.96,186.38,96.54,618.0,896.0,3.0,4.45,44.0,47.0,1514.0,13.29,14.66,24.57,92.88
BEL,Mar 2020,14.07,21.28,3318.18,2786.87,1495.9,0.8,357.25,106.3,1921.0,649.0,3.0,5.0,37.0,44.0,2570.0,12.83,8.8,8.45,89.63
BEL,Mar 2021,14.88,22.78,3559.32,2975.93,1381.58,0.83,333.9,92.82,2498.0,2595.0,3.0,5.36,46.0,49.0,5093.0,13.92,9.45,8.45,91.17
BEL,Mar 2022,15.62,21.76,3478.26,2633.07,1472.39,0.84,397.33,94.28,-665.0,4872.0,3.0,6.27,46.0,58.0,4207.0,12.17,9.52,8.45,89.42
BEL,Mar 2023,16.84,23.06,3981.33,3587.72,2073.61,0.52,230.05,123.15,3907.0,2708.0,4.0,6.82,44.0,39.0,1199.0,11.26,15.85,14.87,90.13
BEL,Mar 2024,19.66,24.92,4744.05,3977.17,2475.16,0.51,476.75,125.89,-1265.0,5924.0,5.0,7.64,40.0,43.0,4659.0,10.75,16.13,10.76,95.68
BEL,TTM,21.05,26.46,,,,,923.14,,,,6.0,,,,,,,,100.0
BHEL,Mar 2013,13.69,19.39,21.91,28.52,9.32,0.09,82.93,0.68,646.0,1113.0,18.0,124.69,20.0,2698.0,1759.0,,,,89.43
BHEL,Mar 2014,8.85,11.57,10.56,12.09,4.65,0.14,46.59,0.53,3644.0,868.0,10.0,135.39,20.0,4693.0,4512.0,,,,75.21
BHEL,Mar 2015,4.63,6.84,4.24,5.93,2.04,0.06,36.54,0.44,1471.0,650.0,4.0,139.62,20.0,1889.0,821.0,,,,51.24
BHEL,Mar 2016,-2.77,-5.32,-2.18,-4.17,-1.08,0.01,0.38,0.39,397.0,23.0,-2.0,131.9,-14.0,211.0,374.0,,,,16.67
BHEL,Mar 2017,1.6,3.85,1.4,3.36,0.74,0.0,4.47,0.46,-5.0,565.0,1.0,132.2,85.0,156.0,560.0,,,,40.88
BHEL,Mar 2018,1.52,5.73,1.35,5.09,0.69,0.0,7.07,0.45,1950.0,961.0,1.0,88.11,151.0,110.0,989.0,-10.03,-42.03,-43.9,33.18
BHEL,Mar 2019,3.29,6.68,3.24,6.07,1.55,0.08,7.13,0.47,-1941.0,1919.0,3.0,88.8,69.0,2598.0,-3860.0,-5.11,-22.14,-21.4,26.12
BHEL,Mar 2020,-6.84,-0.62,-5.12,-0.39,-2.43,0.18,0.75,0.36,-1015.0,1877.0,-4.0,82.36,0.0,5080.0,-2892.0,-7.28,,,13.33
BHEL,Mar 2021,-15.6,-17.62,-10.39,-9.86,-4.82,0.19,-5.69,0.31,518.0,42.0,-8.0,74.66,0.0,4951.0,560.0,-7.46,,,13.33
BHEL,Mar 2022,2.1,3.9,1.68,2.64,0.78,0.18,2.75,0.37,-458.0,1118.0,1.0,76.17,31.0,4830.0,660.0,-5.71,-0.44,0.0,26.26
BHEL,Mar 2023,2.8,4.47,2.68,3.5,1.13,0.22,2.59,0.41,739.0,1480.0,2.0,70.05,21.0,5454.0,-741.0,-4.11,8.35,14.87,26.3
BHEL,Mar 2024,1.18,2.98,1.15,2.14,0.47,0.36,1.59,0.4,-2382.0,1331.0,1.0,70.22,31.0,8856.0,-3713.0,-4.73,-22.4,-19.73,13.95
BHEL,TTM,1.72,4.06,,,,,2.11,,,,1.0,,,,,,,,12.33
BOSCHLTD,Dec 2012,11.06,15.59,17.19,23.26,12.12,0.04,286.5,1.1,47.0,824.0,305.0,1797.74,20.0,230.0,871.0,,,,94.7
BOSCHLTD,Dec 2013,10.11,14.72,14.06,19.9,9.95,0.03,,0.98,211.0,846.0,282.0,2030.32,20.0,183.0,1057.0,,,,89.93
BOSCHLTD,Mar 2015,11.07,16.39,18.21,26.56,12.83,0.02,179.86,1.16,213.0,1183.0,426.0,2370.0,20.0,111.0,1396.0,,,,97.44
BOSCHLTD,Mar 2016,15.78,19.36,16.06,19.59,12.31,0.01,192.38,0.78,323.0,995.0,488.0,3075.81,17.0,50.0,1318.0,,,,91.79
BOSCHLTD,Mar 2017,16.68,18.81,19.79,22.31,14.75,0.0,106.48,0.88,2703.0,1246.0,570.0,2933.0,29.0,0.0,1457.0,3.8,12.69,13.32,84.68
BOSCHLTD,Mar 2018,11.73,17.9,13.74,20.97,9.84,0.0,837.0,0.84,559.0,1170.0,449.0,3327.0,22.0,0.0,1729.0,5.95,9.15,9.75,78.84
BOSCHLTD,Mar 2019,13.22,17.82,17.51,23.6,12.57,0.0,211.85,0.95,2359.0,1766.0,542.0,3042.33,19.0,0.0,593.0,,,,87.44
BOSCHLTD,Mar 2020,6.6,15.07,7.01,15.87,4.88,0.01,137.8,0.74,463.0,873.0,220.0,3090.0,48.0,74.0,1336.0,-4.02,-13.45,-12.38,52.88
BOSCHLTD,Mar 2021,4.96,11.97,4.91,11.77,3.26,0.01,65.86,0.66,372.0,463.0,164.0,3274.33,70.0,54.0,835.0,0.04,-20.64,-19.59,46.72
BOSCHLTD,Mar 2022,10.33,12.41,11.39,13.59,7.9,0.01,63.9,0.76,238.0,33.0,413.0,3562.67,51.0,73.0,271.0,2.46,-6.91,-6.24,49.64
BOSCHLTD,Mar 2023,9.54,12.12,12.93,16.36,8.76,0.0,190.08,0.92,1476.0,262.0,483.0,3671.0,99.0,53.0,1214.0,5.01,0.76,1.47,63.56
BOSCHLTD,Mar 2024,14.89,12.52,20.64,17.31,14.35,0.0,71.78,0.96,1536.0,283.0,844.0,4021.33,44.0,39.0,1253.0,6.72,9.28,9.26,78.31
BOSCHLTD,TTM,12.15,12.92,,,,,237.85,,,,707.0,,,,,,,,100.0
BPCL,Mar 2013,0.8,2.77,11.54,13.44,2.43,1.98,3.26,3.04,2322.0,3604.0,4.0,232.02,42.0,33157.0,5926.0,,,,53.75
BPCL,Mar 2014,1.53,3.56,20.85,17.9,4.58,1.71,5.43,2.99,2707.0,6881.0,9.0,268.88,31.0,33152.0,9588.0,,,,78.22
BPCL,Mar 2015,2.09,4.03,22.52,20.35,5.89,1.13,10.08,2.81,10206.0,10536.0,11.0,312.06,34.0,25492.0,20742.0,,,,94.0
BPCL,Mar 2016,4.31,6.91,29.1,25.34,9.36,0.84,21.89,2.17,1886.0,9233.0,19.0,423.69,25.0,23388.0,11119.0,,,,96.76
BPCL,Mar 2017,4.72,6.85,30.85,20.71,8.72,1.16,23.71,1.84,-6233.0,15274.0,20.0,235.08,49.0,35725.0,9041.0,,,,93.0
BPCL,Mar 2018,4.15,6.49,26.74,20.62,8.14,1.03,15.38,1.96,4002.0,7066.0,21.0,186.17,46.0,37659.0,11068.0,-0.52,38.29,39.33,81.47
BPCL,Mar 2019,2.86,5.07,22.0,18.08,6.23,1.16,10.25,2.18,-294.0,10451.0,18.0,197.08,48.0,44839.0,10157.0,2.44,16.04,14.87,81.12
BPCL,Mar 2020,1.29,3.15,10.04,8.8,2.43,1.79,3.93,1.89,-3254.0,11135.0,7.0,185.72,106.0,65476.0,7881.0,3.24,-6.32,-8.64,36.74
BPCL,Mar 2021,7.52,9.12,32.34,19.43,10.76,1.02,16.54,1.43,20981.0,2474.0,37.0,255.88,102.0,54532.0,23455.0,4.15,16.45,14.26,85.11
BPCL,Mar 2022,3.37,5.52,22.51,16.44,6.23,1.24,9.24,1.85,12198.0,8138.0,27.0,243.8,29.0,64534.0,20336.0,11.5,4.21,6.19,76.37
BPCL,Mar 2023,0.45,2.3,3.98,8.87,1.13,1.3,3.45,2.52,4660.0,7806.0,5.0,251.4,40.0,69376.0,12466.0,14.94,-26.29,-24.95,45.18
BPCL,Mar 2024,5.99,9.84,35.51,33.85,13.27,0.72,11.36,2.21,25415.0,10521.0,62.0,354.1,33.0,54599.0,35936.0,8.48,25.79,28.06,92.01
BPCL,TTM,3.08,5.96,,,,,8.13,,,,32.0,,,,,,,,79.22
BRITANNIA,Mar 2013,4.2,6.81,46.59,44.88,13.81,0.68,11.54,3.28,348.0,28.0,11.0,23.25,39.0,380.0,320.0,,,,98.29
BRITANNIA,Mar 2014,5.71,9.07,49.5,66.14,18.75,0.19,82.62,3.28,425.0,246.0,16.0,33.25,36.0,150.0,671.0,,,,100.0
BRITANNIA,Mar 2015,8.77,11.07,55.34,62.59,24.67,0.12,274.5,2.81,134.0,450.0,29.0,51.88,28.0,145.0,584.0,,,,97.86
BRITANNIA,Mar 2016,9.82,14.58,39.44,55.06,23.61,0.06,267.8,2.4,254.0,705.0,34.0,87.17,29.0,131.0,959.0,,,,100.0
BRITANNIA,Mar 2017,9.77,14.12,32.83,45.3,21.54,0.05,285.8,2.2,291.0,150.0,37.0,112.33,30.0,125.0,441.0,,,,92.86
BRITANNIA,Mar 2018,10.13,15.14,29.48,41.61,19.35,0.06,208.38,1.91,292.0,957.0,42.0,141.92,30.0,201.0,1249.0,9.9,31.02,30.73,94.9
BRITANNIA,Mar 2019,10.45,15.67,27.16,39.28,18.52,0.04,215.33,1.77,304.0,852.0,48.0,177.21,31.0,156.0,1156.0,9.84,23.94,24.57,94.84
BRITANNIA,Mar 2020,12.02,15.89,31.66,31.02,17.8,0.35,27.35,1.48,-41.0,1526.0,58.0,183.46,60.0,1538.0,1485.0,8.1,15.14,14.87,93.1
BRITANNIA,Mar 2021,14.09,19.1,52.17,44.25,23.14,0.6,25.42,1.64,2309.0,433.0,77.0,147.83,204.0,2122.0,1876.0,9.36,17.54,17.76,93.69
BRITANNIA,Mar 2022,10.72,15.57,59.27,43.68,20.14,0.97,16.83,1.88,2214.0,914.0,63.0,106.58,89.0,2481.0,1300.0,9.32,11.37,11.23,86.16
BRITANNIA,Mar 2023,14.21,17.37,65.53,43.35,24.77,0.85,20.28,1.74,1019.0,1507.0,96.0,147.25,75.0,2997.0,2526.0,10.46,18.2,17.98,93.13
BRITANNIA,Mar 2024,12.73,18.89,54.15,52.73,23.52,0.52,20.6,1.85,3050.0,477.0,89.0,164.21,83.0,2065.0,2573.0,8.69,13.06,13.14,91.62
BRITANNIA,TTM,12.35,18.19,,,,,27.42,,,,89.0,,,,,,,,100.0
CANBK,Mar 2013,8.79,21.18,11.9,1.8,0.71,14.94,2.18,0.08,7575.0,435.0,12.0,113.66,19.0,376040.0,8010.0,,,,35.73
CANBK,Mar 2014,6.75,24.35,8.85,2.02,0.53,14.84,2.32,0.08,13864.0,380.0,10.0,130.92,19.0,447913.0,14244.0,,,,31.91
CANBK,Mar 2015,6.69,23.51,9.02,1.94,0.52,15.37,2.18,0.08,5240.0,1104.0,11.0,136.81,17.0,499488.0,6344.0,,,,31.82
CANBK,Mar 2016,-5.76,40.38,-7.82,3.3,-0.45,15.63,3.37,0.08,8903.0,443.0,-9.0,119.37,0.0,506712.0,9346.0,,,,9.89
CANBK,Mar 2017,3.4,37.85,4.07,2.76,0.24,15.42,2.0,0.07,2099.0,476.0,5.0,116.2,4.0,534858.0,2575.0,,,,25.63
CANBK,Mar 2018,-9.37,61.87,-10.5,4.26,-0.61,15.28,3.45,0.07,-11607.0,487.0,-11.0,100.67,0.0,563756.0,-11120.0,3.95,,,14.58
CANBK,Mar 2019,1.45,56.73,1.85,4.01,0.1,16.99,2.74,0.07,17492.0,745.0,2.0,100.1,0.0,640166.0,18237.0,3.92,-23.59,-27.52,21.71
CANBK,Mar 2020,-3.86,53.88,-4.66,3.78,-0.26,16.22,2.27,0.07,-5734.0,445.0,-4.0,80.01,0.0,668170.0,-5289.0,2.58,,,10.36
CANBK,Mar 2021,4.21,61.83,4.74,3.87,0.25,17.0,1.88,0.06,58002.0,1116.0,4.0,75.79,0.0,1060998.0,59118.0,9.79,,,34.56
CANBK,Mar 2022,8.72,58.39,8.8,3.43,0.49,16.19,1.74,0.06,-510.0,1429.0,7.0,77.13,19.0,1132626.0,919.0,11.24,34.27,6.96,40.79
CANBK,Mar 2023,13.21,49.8,14.53,3.25,0.82,15.85,1.69,0.06,-41134.0,1156.0,12.0,86.06,19.0,1237160.0,-39978.0,15.74,,,39.47
CANBK,Mar 2024,13.94,41.75,16.72,3.16,1.0,14.87,1.61,0.07,13296.0,1750.0,17.0,101.58,19.0,1369780.0,15046.0,18.18,85.78,53.42,60.36
CANBK,TTM,13.88,40.23,,,,,1.58,,,,18.0,,,,,,,,6.44
CHOLAFIN,Mar 2013,11.98,26.77,15.78,4.0,1.69,7.82,706.0,0.14,-3749.0,5.0,4.0,27.3,16.0,15269.0,-3754.0,,,,42.54
CHOLAFIN,Mar 2014,11.22,28.42,16.09,4.58,1.71,7.9,950.0,0.15,-2530.0,83.0,5.0,31.99,14.0,18075.0,-2447.0,,,,43.81
CHOLAFIN,Mar 2015,11.95,28.56,16.6,4.69,1.86,7.46,,0.16,-2304.0,40.0,6.0,37.15,11.0,19950.0,-2264.0,,,,35.48
CHOLAFIN,Mar 2016,13.64,30.04,15.67,4.83,2.06,6.14,643.5,0.15,-2946.0,137.0,7.0,47.05,12.0,22546.0,-2809.0,,,,43.57
CHOLAFIN,Mar 2017,15.3,28.16,16.71,4.66,2.35,5.6,448.67,0.15,-1690.0,222.0,9.0,55.1,12.0,24071.0,-1468.0,,,,44.81
CHOLAFIN,Mar 2018,16.51,26.1,17.91,3.34,2.08,7.48,,0.13,-7986.0,60.0,12.0,65.71,11.0,38330.0,-7926.0,16.68,24.41,24.57,56.94
CHOLAFIN,Mar 2019,16.84,22.96,19.28,2.87,2.08,8.15,1659.0,0.12,-9328.0,11.0,15.0,79.59,8.0,50567.0,-9317.0,16.74,26.6,24.57,62.15
CHOLAFIN,Mar 2020,12.1,27.79,12.85,3.83,1.65,6.71,,0.14,-2129.0,54.0,13.0,100.0,13.0,55005.0,-2075.0,18.59,18.88,16.72,51.87
CHOLAFIN,Mar 2021,15.87,30.4,15.84,3.97,2.04,6.64,52.41,0.13,-10594.0,1746.0,19.0,117.07,11.0,63730.0,-8848.0,17.86,21.48,22.1,59.81
CHOLAFIN,Mar 2022,21.23,28.83,18.3,3.61,2.61,5.88,35.18,0.12,-3931.0,1640.0,26.0,143.52,8.0,69174.0,-5571.0,16.67,24.57,23.64,61.91
CHOLAFIN,Mar 2023,20.68,28.1,18.58,3.24,2.35,6.79,16.58,0.11,-29253.0,2148.0,32.0,174.95,6.0,97358.0,-27105.0,18.31,23.76,21.67,61.82
CHOLAFIN,Mar 2024,17.85,28.1,17.46,3.5,2.18,6.86,21.21,0.12,-38538.0,2855.0,41.0,233.25,5.0,134475.0,-35683.0,21.94,23.36,22.28,60.96
CHOLAFIN,TTM,17.12,28.67,,,,,26.11,,,,46.0,,,,,,,,100.0
CIPLA,Mar 2013,18.66,73.26,17.13,60.74,13.25,0.11,24.87,0.71,-665.0,2063.0,19.0,112.04,10.0,967.0,1398.0,,,,94.47
CIPLA,Mar 2014,13.8,78.9,13.97,71.03,10.48,0.12,32.06,0.76,298.0,1265.0,17.0,124.86,12.0,1248.0,1563.0,,,,91.39
CIPLA,Mar 2015,10.83,80.94,11.38,73.43,7.84,0.16,56.11,0.72,223.0,950.0,15.0,134.19,14.0,1703.0,1173.0,,,,86.97
CIPLA,Mar 2016,10.03,82.02,12.01,67.65,6.57,0.45,54.46,0.66,-2792.0,4533.0,17.0,143.07,12.0,5202.0,1741.0,,,,88.59
CIPLA,Mar 2017,7.19,82.66,8.25,71.43,4.96,0.33,57.28,0.69,1078.0,1304.0,13.0,155.83,16.0,4113.0,2382.0,,,,83.21
CIPLA,Mar 2018,9.35,81.35,9.96,67.27,6.25,0.29,44.1,0.67,629.0,834.0,18.0,176.76,17.0,4098.0,1463.0,12.86,-1.71,-1.08,72.82
CIPLA,Mar 2019,9.12,81.07,9.94,68.63,6.28,0.29,27.85,0.69,3.0,1688.0,19.0,186.48,16.0,4316.0,1691.0,9.97,1.22,2.25,71.13
CIPLA,Mar 2020,8.76,81.29,9.52,74.96,6.4,0.18,40.54,0.73,3182.0,114.0,19.0,195.81,21.0,2816.0,3068.0,8.59,4.07,4.84,72.18
CIPLA,Mar 2021,12.47,77.8,13.04,73.29,9.61,0.11,56.12,0.77,1381.0,2374.0,30.0,227.65,17.0,2014.0,3755.0,6.8,11.55,12.03,81.39
CIPLA,Mar 2022,11.7,79.08,12.22,78.6,9.48,0.05,174.06,0.81,1468.0,1858.0,31.0,258.89,16.0,1056.0,3326.0,8.62,19.73,18.98,85.84
CIPLA,Mar 2023,12.45,77.91,12.1,73.22,9.67,0.03,60.57,0.78,862.0,2376.0,35.0,290.77,24.0,803.0,3238.0,8.47,14.86,14.22,85.43
CIPLA,Mar 2024,16.12,75.59,15.55,71.46,12.77,0.02,35.34,0.79,1152.0,2982.0,51.0,331.75,25.0,559.0,4134.0,9.51,22.73,21.83,90.06
CIPLA,TTM,18.48,74.4,,,,,24.45,,,,62.0,,,,,,,,100.0
COALINDIA,Mar 2013,25.41,73.52,35.81,100.88,15.64,0.03,5.74,0.62,7276.0,1833.0,27.0,76.74,51.0,1305.0,9109.0,,,,86.38
COALINDIA,Mar 2014,21.4,74.84,35.64,124.09,14.4,0.0,7.37,0.67,23105.0,8580.0,24.0,67.14,121.0,178.0,14525.0,,,,95.25
COALINDIA,Mar 2015,18.52,76.6,34.02,139.29,12.34,0.01,8.65,0.67,15276.0,894.0,22.0,63.89,95.0,408.0,14382.0,,,,97.86
COALINDIA,Mar 2016,18.32,75.96,40.96,164.15,12.56,0.03,9.96,0.69,21308.0,8154.0,23.0,55.15,121.0,1199.0,13154.0,,,,98.79
COALINDIA,Mar 2017,11.87,84.07,37.85,238.69,7.83,0.12,12.36,0.66,16916.0,455.0,15.0,39.5,133.0,3014.0,16461.0,,,,100.0
COALINDIA,Mar 2018,8.26,89.1,34.88,349.77,5.61,0.08,15.27,0.68,13368.0,7747.0,11.0,32.51,146.0,1538.0,21115.0,4.53,-16.52,-16.44,74.53
COALINDIA,Mar 2019,17.54,74.89,66.01,260.17,13.13,0.08,12.79,0.75,8460.0,7896.0,28.0,42.93,46.0,2210.0,16356.0,7.12,2.94,3.13,79.46
COALINDIA,Mar 2020,17.38,77.54,51.93,193.05,11.13,0.2,11.56,0.64,6010.0,1033.0,27.0,52.18,44.0,6434.0,4977.0,5.33,4.0,4.18,72.33
COALINDIA,Mar 2021,14.11,79.31,34.78,168.38,7.89,0.16,19.09,0.56,10774.0,182.0,21.0,59.25,78.0,5884.0,10592.0,2.95,-2.3,-1.8,71.25
COALINDIA,Mar 2022,15.84,77.47,40.28,182.17,9.68,0.08,21.99,0.61,15392.0,25715.0,28.0,70.0,60.0,3514.0,41107.0,7.02,13.37,13.3,90.39
COALINDIA,Mar 2023,22.95,68.01,52.14,144.26,14.33,0.07,14.34,0.62,12269.0,23465.0,52.0,98.72,47.0,4331.0,35734.0,10.15,35.14,36.43,95.15
COALINDIA,Mar 2024,26.26,66.29,45.17,105.71,15.8,0.08,11.24,0.6,13617.0,4486.0,61.0,134.24,42.0,6523.0,18103.0,7.4,16.43,16.85,87.2
COALINDIA,TTM,24.48,66.78,,,,,11.51,,,,56.0,,,,,,,,100.0
DABUR,Mar 2013,12.48,16.16,36.56,30.56,16.27,0.55,18.51,1.3,248.0,622.0,4.0,12.04,34.0,1151.0,870.0,,,,99.52
DABUR,Mar 2014,12.98,16.46,34.49,34.54,17.24,0.27,23.85,1.33,994.0,104.0,5.0,15.26,33.0,708.0,1098.0,,,,100.0
DABUR,Mar 2015,13.7,16.93,31.84,32.29,17.49,0.22,36.85,1.28,171.0,876.0,6.0,19.06,33.0,734.0,1047.0,,,,99.71
DABUR,Mar 2016,16.12,19.51,30.06,30.51,18.09,0.19,36.15,1.12,457.0,730.0,7.0,23.7,32.0,805.0,1187.0,,,,99.29
DABUR,Mar 2017,16.81,19.86,26.41,25.97,16.55,0.2,33.48,0.98,420.0,807.0,7.0,27.54,31.0,975.0,1227.0,,,,99.43
DABUR,Mar 2018,17.59,20.94,23.8,24.34,15.61,0.16,36.0,0.89,551.0,541.0,8.0,32.42,81.0,938.0,1092.0,4.69,12.13,14.87,84.82
DABUR,Mar 2019,16.98,20.43,25.67,27.48,17.14,0.12,32.7,1.01,1837.0,338.0,8.0,31.82,34.0,699.0,1499.0,3.82,9.56,9.86,83.38
DABUR,Mar 2020,16.67,20.63,21.92,25.14,15.51,0.08,39.94,0.93,1097.0,517.0,8.0,37.32,37.0,522.0,1614.0,2.19,6.28,5.92,78.47
DABUR,Mar 2021,17.73,20.94,22.12,24.5,15.65,0.07,75.06,0.88,711.0,1404.0,10.0,43.3,50.0,509.0,2115.0,4.21,6.21,7.39,80.42
DABUR,Mar 2022,16.0,20.68,20.78,23.93,14.18,0.12,65.64,0.89,529.0,1273.0,10.0,47.36,53.0,1030.0,1802.0,7.42,6.36,7.39,83.78
DABUR,Mar 2023,14.75,18.75,18.96,21.31,12.46,0.13,33.42,0.84,905.0,583.0,10.0,50.69,54.0,1174.0,1488.0,8.35,4.61,4.56,80.62
DABUR,Mar 2024,14.6,19.35,18.36,21.37,11.98,0.14,23.24,0.82,1042.0,971.0,10.0,55.74,53.0,1365.0,2013.0,7.81,4.6,4.56,80.77
DABUR,TTM,14.14,18.81,,,,,18.93,,,,10.0,,,,,,,,100.0
DIVISLAB,Mar 2013,28.07,38.04,24.07,32.2,19.18,0.01,287.0,0.68,225.0,255.0,23.0,185.26,33.0,33.0,480.0,,,,97.14
DIVISLAB,Mar 2014,30.53,40.21,26.08,34.14,20.84,0.01,362.0,0.68,252.0,305.0,29.0,219.56,34.0,18.0,557.0,,,,96.0
DIVISLAB,Mar 2015,27.35,37.66,24.37,33.3,19.34,0.01,403.67,0.71,305.0,521.0,32.0,258.96,31.0,27.0,826.0,,,,99.57
DIVISLAB,Mar 2016,29.82,37.69,26.23,32.83,22.99,0.01,303.2,0.77,632.0,406.0,42.0,162.0,24.0,42.0,1038.0,,,,98.86
DIVISLAB,Mar 2017,26.08,35.68,19.79,26.89,17.22,0.01,507.33,0.66,10.0,1140.0,40.0,202.15,25.0,36.0,1150.0,,,,99.7
DIVISLAB,Mar 2018,22.54,32.61,14.8,21.19,12.93,0.01,688.0,0.57,298.0,478.0,33.0,223.58,30.0,63.0,776.0,12.65,7.82,7.49,84.07
DIVISLAB,Mar 2019,27.36,37.89,19.45,26.53,16.84,0.02,405.6,0.62,269.0,685.0,51.0,262.53,31.0,106.0,954.0,14.33,11.85,11.95,92.73
DIVISLAB,Mar 2020,25.53,33.85,18.84,24.85,16.14,0.01,287.43,0.63,1133.0,83.0,52.0,275.85,31.0,39.0,1216.0,11.61,10.08,10.2,89.33
DIVISLAB,Mar 2021,28.47,41.14,21.34,30.83,18.42,0.0,1462.0,0.65,2022.0,75.0,75.0,350.75,27.0,5.0,1947.0,13.04,12.0,12.3,94.84
DIVISLAB,Mar 2022,33.04,43.36,25.24,33.11,22.16,0.0,1998.5,0.67,-283.0,2195.0,112.0,442.57,27.0,4.0,1912.0,17.13,22.8,22.87,96.5
DIVISLAB,Mar 2023,23.48,30.51,14.29,18.56,12.64,0.0,1357.0,0.54,-248.0,2707.0,69.0,481.77,44.0,4.0,2459.0,14.83,15.77,15.9,92.68
DIVISLAB,Mar 2024,20.4,28.17,11.79,16.28,10.35,0.0,636.25,0.51,992.0,269.0,60.0,512.11,50.0,3.0,1261.0,9.66,3.41,3.3,69.04
DIVISLAB,TTM,21.31,29.7,,,,,972.33,,,,69.0,,,,,,,,100.0
DLF,Mar 2013,8.58,33.87,2.59,5.03,1.03,1.03,1.69,0.12,4004.0,1995.0,4.0,151.35,48.0,26600.0,2009.0,,,,35.5
DLF,Mar 2014,7.11,30.04,2.15,4.84,0.91,0.88,1.47,0.13,5392.0,3924.0,4.0,153.9,55.0,24133.0,1468.0,,,,35.68
DLF,Mar 2015,6.63,39.4,1.85,5.81,0.77,0.89,1.53,0.12,2135.0,98.0,3.0,153.76,66.0,24495.0,2037.0,,,,36.64
DLF,Mar 2016,3.07,39.96,1.27,8.04,0.49,1.05,1.67,0.16,2139.0,818.0,2.0,134.84,117.0,25264.0,2957.0,,,,37.7
DLF,Mar 2017,8.61,41.92,2.88,6.41,1.11,1.19,1.54,0.13,-26.0,872.0,4.0,137.66,50.0,29202.0,-898.0,,,,21.84
DLF,Mar 2018,66.75,35.46,12.68,4.5,7.39,0.5,4.1,0.11,-1832.0,2102.0,25.0,197.82,8.0,17491.0,270.0,-2.91,46.34,44.27,46.22
DLF,Mar 2019,15.71,25.68,3.91,4.23,1.98,0.51,1.42,0.13,2046.0,3.0,6.0,152.27,33.0,17222.0,2043.0,0.16,17.37,8.45,43.7
DLF,Mar 2020,-9.7,18.84,-1.71,2.69,-1.06,0.24,1.6,0.11,6864.0,6508.0,-2.0,139.18,-85.0,8103.0,356.0,-4.48,,,17.81
DLF,Mar 2021,20.0,27.13,3.06,3.48,2.02,0.19,2.17,0.1,1610.0,150.0,4.0,142.8,45.0,6886.0,1460.0,-11.42,28.84,14.87,42.84
DLF,Mar 2022,26.24,30.49,4.13,4.3,2.93,0.12,3.1,0.11,3099.0,267.0,6.0,146.92,49.0,4182.0,2832.0,-7.01,16.2,8.45,45.76
DLF,Mar 2023,35.72,30.31,5.4,4.21,3.87,0.09,5.21,0.11,1914.0,461.0,8.0,152.27,49.0,3334.0,2375.0,-3.22,-14.6,-20.38,34.29
DLF,Mar 2024,42.38,33.05,6.91,4.8,4.61,0.12,7.46,0.11,1010.0,1529.0,11.0,159.32,45.0,4834.0,2539.0,-5.14,15.7,12.89,53.19
DLF,TTM,57.19,26.92,,,,,6.6,,,,16.0,,,,,,,,62.22
DMART,Mar 2013,2.81,6.44,11.91,16.35,6.3,0.67,5.35,2.24,-104.0,231.0,2.0,14.5,0.0,526.0,127.0,,,,74.23
DMART,Mar 2014,3.44,7.28,16.84,21.35,8.9,0.67,6.38,2.59,-72.0,270.0,3.0,17.48,0.0,641.0,198.0,,,,88.12
DMART,Mar 2015,3.29,7.08,17.67,21.67,9.0,0.75,6.61,2.73,-252.0,474.0,4.0,21.35,0.0,904.0,222.0,,,,88.91
DMART,Mar 2016,3.73,7.74,21.04,24.47,10.32,0.78,7.48,2.77,-200.0,633.0,6.0,27.06,0.0,1192.0,433.0,,,,93.33
DMART,Mar 2017,4.03,8.14,12.47,18.15,8.23,0.39,8.17,2.04,-2027.0,2482.0,8.0,61.57,0.0,1497.0,455.0,,,,82.98
