company_id,year,ratio_name,value,status,formula,source_tables,classification,formula_version,timestamp
ASIANPAINT,Mar 2019,ROE,23.31,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2019,ROCE,34.89,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2019,ROA,13.59,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2020,NPM,13.73,VALID,Net Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2020,OPM,20.57,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2020,ROE,27.38,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2020,ROCE,36.96,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2020,ROA,17.19,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2021,NPM,14.77,VALID,Net Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2021,OPM,22.36,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2021,ROE,25.04,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2021,ROCE,34.94,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2021,ROA,15.76,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2022,NPM,10.6,VALID,Net Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2022,OPM,16.51,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2022,ROE,22.34,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2022,ROCE,31.2,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2022,ROA,13.44,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2023,NPM,12.16,VALID,Net Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2023,OPM,18.15,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2023,ROE,26.23,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2023,ROCE,34.92,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2023,ROA,16.27,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2024,NPM,15.66,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2024,OPM,21.37,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2024,ROE,29.68,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2024,ROCE,35.77,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ASIANPAINT,Mar 2024,ROA,18.59,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2018,NPM,11.79,VALID,Net Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ATGL,Mar 2018,OPM,26.64,VALID,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2018,ROE,15.94,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
ATGL,Mar 2018,ROCE,15.5,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
ATGL,Mar 2018,ROA,5.78,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,AVERAGE,1.0,2026-07-19 11:42:19
ATGL,Mar 2019,NPM,13.32,VALID,Net Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ATGL,Mar 2019,OPM,26.47,VALID,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2019,ROE,20.78,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2019,ROCE,30.41,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2019,ROA,11.18,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
ATGL,Mar 2020,NPM,23.25,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2020,OPM,31.73,VALID,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2020,ROE,29.64,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2020,ROCE,31.33,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2020,ROA,17.61,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2021,NPM,27.3,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2021,OPM,41.51,VALID,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2021,ROE,23.94,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2021,ROCE,28.58,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2021,ROA,14.45,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
ATGL,Mar 2022,NPM,16.75,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2022,OPM,25.44,VALID,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2022,ROE,21.07,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2022,ROCE,22.4,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2022,ROA,11.53,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
ATGL,Mar 2023,NPM,12.47,VALID,Net Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ATGL,Mar 2023,OPM,19.87,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ATGL,Mar 2023,ROE,18.57,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
ATGL,Mar 2023,ROCE,19.94,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
ATGL,Mar 2023,ROA,9.67,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,AVERAGE,1.0,2026-07-19 11:42:19
ATGL,Mar 2024,NPM,14.93,VALID,Net Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ATGL,Mar 2024,OPM,24.67,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
ATGL,Mar 2024,ROE,18.66,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
ATGL,Mar 2024,ROCE,21.49,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
ATGL,Mar 2024,ROA,10.13,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2013,NPM,15.65,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2013,OPM,18.26,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2013,ROE,38.85,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2013,ROCE,44.69,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2013,ROA,24.78,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2014,NPM,16.79,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2014,OPM,20.67,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2014,ROE,33.24,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2014,ROCE,40.71,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2014,ROA,22.08,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2015,NPM,14.01,VALID,Net Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2015,OPM,19.12,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2015,ROE,27.27,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2015,ROCE,36.83,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2015,ROA,18.95,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2016,NPM,17.99,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2016,OPM,21.23,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2016,ROE,28.97,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2016,ROCE,33.9,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2016,ROA,23.56,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2017,NPM,18.75,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2017,OPM,20.36,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2017,ROE,22.84,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2017,ROCE,24.64,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2017,ROA,18.85,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2018,NPM,16.74,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2018,OPM,19.22,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2018,ROE,20.66,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2018,ROCE,23.59,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2018,ROA,16.78,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2019,NPM,16.23,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2019,OPM,17.12,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2019,ROE,21.21,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2019,ROCE,22.25,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2019,ROA,17.09,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2020,NPM,17.42,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2020,OPM,17.08,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2020,ROE,24.06,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2020,ROCE,23.45,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2020,ROA,19.66,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2021,NPM,17.51,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2021,OPM,17.8,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2021,ROE,17.81,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2021,ROCE,18.03,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2021,ROA,14.45,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2022,NPM,18.6,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2022,OPM,15.87,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2022,ROE,20.65,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2022,ROCE,17.54,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2022,ROA,17.56,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2023,NPM,16.62,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2023,OPM,17.73,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2023,ROE,20.64,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2023,ROCE,21.93,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2023,ROA,17.25,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2024,NPM,17.18,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2024,OPM,19.53,VALID,Operating Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2024,ROE,26.61,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2024,ROCE,28.39,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
BAJAJ-AUTO,Mar 2024,ROA,19.59,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2013,NPM,19.05,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2013,OPM,30.58,OPM_MISMATCH,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2013,ROE,15.62,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2013,ROCE,2.52,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2013,ROA,1.52,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2014,NPM,20.29,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2014,OPM,31.47,OPM_MISMATCH,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2014,ROE,16.19,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2014,ROCE,2.59,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2014,ROA,1.61,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2015,NPM,20.74,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2015,OPM,31.36,OPM_MISMATCH,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2015,ROE,16.37,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2015,ROCE,2.46,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2015,ROA,1.57,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2016,NPM,20.06,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2016,OPM,32.61,OPM_MISMATCH,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2016,ROE,15.36,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2016,ROCE,2.54,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2016,ROA,1.51,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2017,NPM,8.26,VALID,Net Profit / Sales * 100,profitandloss,AVERAGE,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2017,OPM,53.45,OPM_MISMATCH,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2017,ROE,6.53,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2017,ROCE,4.08,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2017,ROA,0.6,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2018,NPM,0.6,VALID,Net Profit / Sales * 100,profitandloss,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2018,OPM,63.12,OPM_MISMATCH,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2018,ROE,0.43,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2018,ROCE,4.28,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2018,ROA,0.04,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2019,NPM,8.51,VALID,Net Profit / Sales * 100,profitandloss,AVERAGE,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2019,OPM,49.39,OPM_MISMATCH,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2019,ROE,6.9,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2019,ROCE,3.48,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2019,ROA,0.57,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2020,NPM,2.6,VALID,Net Profit / Sales * 100,profitandloss,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2020,OPM,55.98,OPM_MISMATCH,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2020,ROE,1.88,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2020,ROCE,3.97,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2020,ROA,0.18,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2021,NPM,10.4,VALID,Net Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2021,OPM,50.12,OPM_MISMATCH,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2021,ROE,6.36,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2021,ROCE,3.33,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2021,ROA,0.66,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2022,NPM,19.33,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2022,OPM,44.47,OPM_MISMATCH,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2022,ROE,11.01,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,AVERAGE,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2022,ROCE,2.63,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2022,ROA,1.09,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2023,NPM,11.25,VALID,Net Profit / Sales * 100,profitandloss,GOOD,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2023,OPM,34.16,OPM_MISMATCH,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2023,ROE,7.38,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2023,ROCE,2.27,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2023,ROA,0.71,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2024,NPM,22.73,VALID,Net Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2024,OPM,34.69,OPM_MISMATCH,Operating Profit / Sales * 100,profitandloss,EXCELLENT,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2024,ROE,15.83,VALID,PAT / (Equity + Reserves) * 100,profitandloss + balancesheet,GOOD,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2024,ROCE,2.61,VALID,EBIT / Capital Employed * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
AXISBANK,Mar 2024,ROA,1.64,VALID,PAT / Total Assets * 100,profitandloss + balancesheet,WEAK,1.0,2026-07-19 11:42:19
